study_id,cohort_id,first_author,pub_year,journal,doi,pmid,paperpile_filename,title,country,region,study_design,single_or_multicenter,n_centers,enrollment_start_year,enrollment_end_year,era_category,follow_up_median_months,follow_up_min_months,follow_up_max_months,primary_for_cohort,cohort_overlap_status,overlap_with_study_ids,language,full_text_obtainable,author_contact_attempted,author_response_received,extractor_initials,verifier_initials,extraction_date,verification_date,extraction_notes
418,1163,Dulery R,2023,Bone Marrow Transplantation,10.1038/s41409-023-02085-2,NR,Duléry et al. 2023 - Reduced post-transplant cyclophosphamide dose with ... globulin in peripheral blood stem cell haploidentical transplantation.pdf,Reduced post-transplant cyclophosphamide dose with antithymocyte globulin in peripheral blood stem cell haploidentical transplantation,France,EU,retrospective_cohort,single,1,2014,2022,mixed,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,Single-center retrospective comparison of PT-Cy 70 mg/kg (reduced; n=33) vs 100 mg/kg (standard; n=25) total dose in haploidentical PBSC HCT with thiotepa-based conditioning + low-dose ATG in age>=65 or prior cardiac event patients. Median follow-up among surviving patients was 17 months (IQR 13-20) in the 70 mg/kg arm and 59 months (IQR 51-66) in the 100 mg/kg arm; outcomes were censored at 2 years. No temporal overlap between groups (100 mg/kg 2014-2019 era; 70 mg/kg 2020-2022 era); letermovir introduced March 2020 hence only used in 70 mg/kg arm (85% of patients). This is a within-PTCy dose comparison (Comparison 3); not eligible for Comparison 1 (no CNI+MTX/MMF arm) or Comparison 2 (both arms received ATG + PTCy).
419,1164,El Jurdi N,2023,medRxiv (preprint),10.1101/2023.03.24.23287521,NR,El Jurdi et al. 2023 - Phase II study of myeloablative 8 - 8- or 7 - 8-m ... henolate mofetil - Marked reduction in GVHD risk without increas[...].pdf,"Phase II Study of Myeloablative 8/8- or 7/8-Matched Allotransplantation with Post-Transplant Cyclophosphamide, Tacrolimus, and Mycophenolate Mofetil: Marked Reduction in GVHD Risk Without Increased Relapse Risk Compared to Historical Cyclosporine/Methotrexate",USA,NA,prospective_cohort,single,1,2005,2022,mixed,15.5,NR,NR,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"medRxiv preprint, not peer-reviewed at time of extraction. Phase II prospective trial of PTCy/Tac/MMF (NCT03314974) vs historical phase II CSA/MTX cohort (NCT00176930). Median follow-up reported as 472 days post-transplant; converted to ~15.5 months. Comparison 1 eligible. No infection outcomes reported."
421,1165,Esquirol A,2024,Annals of Hematology,10.1007/s00277-023-05530-w,NR,Esquirol et al. 2024 - Outcome improvement over time in reduced intensity conditioning hematopoietic transplantation - a 20-year experience.pdf,Outcome improvement over time in reduced intensity conditioning hematopoietic transplantation: a 20-year experience,Spain,EU,retrospective_cohort,single,1,1999,2020,mixed,96,12,264,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center Sant Pau Barcelona retrospective sequential cohort study spanning 20 years; three GVHD prophylaxis eras compared. Median follow-up 8 years overall (CsA-MTX/MMF 13y; Tac-Siro 6y; PTCy-Tac 3y). N=484 (271 CsA-MTX/MMF, 145 Tac-Siro, 68 PTCy-Tac). Conditioning uses Flu-Mel for lymphoid, Flu-Bu for myeloid; thiotepa added with PTCy."
422,1166,Gaballa S,2016,Cancer,10.1002/cncr.30180,NR,"Gaballa et al. 2016 - Results of a 2-arm, phase 2 clinical trial using p ... ase in haploidentical donor and mismatched unrelated donor hemat[...].pdf",Results of a Two-arm Phase II Clinical Trial using Post-transplantation Cyclophosphamide for Prevention of Graft-versus-host Disease in Haploidentical and Mismatched Unrelated Donors Hematopoietic Stem-cell Transplantation,USA,NA,prospective_cohort,single,1,2010,2014,pre_2018,24,NR,NR,Y,overlap_superset_of,242,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Phase 2 non-randomized trial NCT01010217. Two parallel arms received identical melphalan-based RIC + PTCy/tacrolimus/MMF GVHD prophylaxis, differing only by donor type (haplo vs 9/10 MUD). Median follow-up: HAPLO 24mo, 9/10 MUD 29mo. Both arms use PTCy; no PTCy vs non-PTCy comparison, no PTCy regimen variant comparison; comparison_1/2/3 = N for both arms. Data retained in corpus for descriptive purposes."
424,1022,Hassan K,2025,American Journal of Hematology,10.1002/ajh.70059,NR,Hassan et al. 2025 - Risk of relapse post reduced intensity conditioning ... risk myeloid neoplasms based on GvHD prophylaxis - PTCy vs. TAC - MTX.pdf,Risk of Relapse Post Reduced Intensity Conditioning Allogeneic Stem Cell Transplant in Patients With High-Risk Myeloid Neoplasms Based on GvHD Prophylaxis: PTCy Vs. TAC/MTX,USA,NA,retrospective_cohort,single,1,2018,2023,post_2018,NR,NR,NR,partial,overlap_subset_of,48,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center Mayo Clinic Rochester retrospective cohort of 107 RIC/NMA alloHCT patients with high-risk myeloid neoplasms (AML/CMML/MDS) Jan 2018 - Jun 2023. Subset of broader Mayo Rochester cohort 1022 (Baranwal 2025, n=500 same time window). Median follow-up reported as 19 months (PTCy) vs 46 months (TAC/MTX), not combined median. Co-author Baranwal is the lead of cohort 1022's primary publication. primary_for_cohort=partial: this paper is primary for relapse outcomes in HR-MN RIC/NMA subset only. Brief CORRESPONDENCE/letter format but contains Methods, Results, and original primary data — NOT a narrative review/editorial; therefore extracted."
425,1167,Hyder MA,2025,Blood Advances,10.1182/bloodadvances.2024014879,NR,Hyder et al. 2025 - Intermediate-dose posttransplantation cyclophosphamide for myeloablative HLA-haploidentical bone marrow transplantation.pdf,Intermediate-dose posttransplantation cyclophosphamide for myeloablative HLA-haploidentical bone marrow transplantation,USA,NA,prospective_cohort,single,1,2019,2022,post_2018,28.8,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Phase 1/2 trial (NCT03983850) of reduced-dose PTCy after MAC haploBMT. Three dose levels: DL1 HD-PTCy 50/50 (n=5 pilot), DL2 ID-PTCy 25/25 days +3/+4 (n=23 phase 1+2), DL3 25 day +4 only (n=7). Comparison_3 eligible (within-PTCy dose comparisons). Median FU 2.4 yr all pts, 2.3 yr DL2 patients."
426,1168,Garcia-Cadenas Irene,2021,Bone Marrow Transplantation,10.1038/s41409-020-01092-x,NR,Irene et al. 2021 - Patterns of infection and infectious-related mortali ... graft-versus-host-disease prophylaxis - impact of HLA donor matching.pdf,Patterns of infection and infectious-related mortality in patients receiving post-transplant high dose cyclophosphamide as graft-versus-host-disease prophylaxis: impact of HLA donor matching,Spain,EU,retrospective_cohort,single,1,2013,2020,mixed,23.4,1.4,80,Y,partial_overlap,"133,134,320,321",English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center Sant Pau Barcelona; PTCy-only cohort with 3 donor strata. Outcomes reported as HaploSCT (n=40) vs combined MRD/VUD/MMUD (n=77). All comparison_X_eligible set to N because all arms use PTCy with the same regimen (no PTCy vs non-PTCy comparator, no within-PTCy regimen variant comparison - donor-type stratification only). Follow-up censored at 18 months for survival/infection analyses. Median follow-up haplo 851 days, non-haplo 526 days."
430,1169,Kerbauy MN,2025,Haematologica,10.3324/haematol.2024.285921,NR,Kerbauy et al. 2025 - Immune reconstitution dynamics after unrelated all ... l immunosuppression with anti-thymocyte globulin - a prospective[...].pdf,Immune reconstitution dynamics after unrelated allogeneic transplantation with post-transplant cyclophosphamide compared to classical immunosuppression with anti-thymocyte globulin: a prospective cohort study,Brazil,SA,prospective_cohort,single,1,2019,2021,post_2018,39,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Median follow-up reported as 3.25 years (~39 months). Single-center prospective cohort comparing PTCy vs ATG in unrelated donor allo-HCT, with patient allocation based on either concurrent RCT (NCT03818334) randomization or clinical team choice (i.e., not a pure RCT). Primary focus is immune reconstitution kinetics, with limited clinical outcome data."
431,1170,Kim DH,2024,Scientific Reports,10.1038/s41598-024-64361-5,NR,Kim et al. 2024 - Dual T-cell depletion with individually tailored anti... clophosphamide in haploidentical peripheral stem cell transplantation.pdf,Dual T-cell depletion with individually tailored anti-thymocyte globulin and attenuated dose of post-transplant cyclophosphamide in haploidentical peripheral stem cell transplantation,South Korea,Asia,retrospective_cohort,single,1,2017,2023,mixed,38,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center SNUH retrospective cohort. Two arms compared: ATG (7.5 mg/kg total, days -3 to -1) + CNI + MTX (n=46) vs ATG individually tailored 3-4 mg/kg (by ALC on day -3) + PTCy 50/30 mg/kg days 3,4 (total 80 mg/kg) + CNI + MMF (n=32). Both PBSC, BuFlu conditioning, MAC or RIC. Median FU 38 months. Reverse KM median FU."
432,1171,Koura D,2025,Blood Advances,10.1182/bloodadvances.2024015094,NR,Koura et al. 2025 - A prospective clinical trial of GVHD prophylaxis with posttransplant cyclophosphamide and abatacept.pdf,A prospective clinical trial of GVHD prophylaxis with posttransplant cyclophosphamide and abatacept,USA,NA,RCT,single,1,2020,2022,post_2018,12,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Prospective phase 2 randomized open-label single-center trial (UCSD, NCT03680092). Enrollment 28 Jan 2020 to 26 May 2022. Originally planned 1:1 randomization (n=50, 25/arm); after FDA Abatacept approval Dec 2021, amended to enroll PTCy+Aba only. First 30 patients enrolled before amendment. Final: PTCy+Aba n=25, SOC n=15 (40 treated; 43 enrolled, 3 did not receive treatment). All patients received peripheral blood stem cells. Conditioning: TBI/Cy MAC, Flu/Bu4 MAC, Flu/Mel RIC. Primary endpoint: moderate/severe chronic GVHD at 1 yr. Patients followed 1 year. Diseases predominantly AML/ALL/MDS/MF; no myeloma; no lymphoma in PTCy+Aba arm. Follow-up 12 months for all reported endpoints; median not explicitly stated."
433,1172,Lazana I,2026,Bone Marrow Transplantation,10.1038/s41409-025-02736-6,NR,Lazana et al. 2026 - Low-dose post-transplant cyclophosphamide in combin ... atched unrelated allogeneic stem cell transplantation is associa[...].pdf,Low-dose post-transplant cyclophosphamide in combination with low-dose alemtuzumab for graft-versus-host-disease prevention in mismatched unrelated allogeneic stem cell transplantation is associated with improved outcomes and reduced toxicity,Greece,EU,prospective_cohort,single,1,2015,2024,mixed,42,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center prospective study (study group) with non-randomized historical control (2015-2019 control). 3 arms extracted: PTCy-15 mg/kg (A1), PTCy-25 mg/kg (A2), historical alemtuzumab/CsA/MMF control (A3). Median follow-up of 27 months for CI estimates and 42 months for OS/RFS/GRFS in survivors. Mount Sinai (MAGIC) aGvHD criteria; NIH 2014 cGvHD criteria. Control group used alemtuzumab (anti-CD52, in vivo TCD agent); thus comparison_1 (vs CNI+MTX/MMF without TCD) is not eligible. Alemtuzumab is not classical ATG so comparison_2 also marked N. Comparison_3 (within-PTCy dose) Y for both PTCy subgroups."
436,1173,Makanga DR,2020,Journal of Immunology,10.4049/jimmunol.2000578,NR,Makanga et al. 2020 - Posttransplant cyclophosphamide and antithymocyte ... hylaxis for peripheral blood stem cell haploidentical transplant[...].pdf,Posttransplant Cyclophosphamide and Antithymocyte Globulin versus Posttransplant Cyclophosphamide as Graft-versus-Host Disease Prophylaxis for Peripheral Blood Stem Cell Haploidentical Transplants: Comparison of T Cell and NK Effector Reconstitution,France,EU,retrospective_cohort,single,1,2014,2019,mixed,NR,NR,NR,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center Nantes University Hospital retrospective cohort. PTCY group enrolled 08/2014-05/2017 (median FU 43.5 mo for alive patients); PTCY+ATG group enrolled 05/2017-03/2019 (median FU 24.2 mo for alive patients). Different follow-up windows per group, so paper-level median not reported. Two arms compared: PTCY (Baltimore-based RIC with fludarabine or clofarabine) vs PTCY+ATG (CloB2A1 regimen). Within-PTCy comparison (comparison_3 eligible). Primary focus is NK/T cell reconstitution but key clinical outcomes (engraftment, OS, DFS, GRFS, relapse, NRM, aGVHD, cGVHD) are reported in Tables I-II."
437,1174,Mandaci Sanli N,2025,Therapeutic Advances in Hematology,10.1177/20406207251353011,NR,Mandaci Ṣanli and Ünal 2025 - Low-dose anti-thymocyte globulin combined ... graft-versus-host disease in haploidentical stem cell transplantation.pdf,Low-dose anti-thymocyte globulin combined with low-dose post-transplant cyclophosphamide: a novel approach to prevent graft-versus-host disease in haploidentical stem cell transplantation,Turkiye,EU,retrospective_cohort,single,1,2015,2024,mixed,NR,1,118,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Single-center retrospective Erciyes University study, n=33 adult haplo-HSCT patients. Within-PTCy comparison: PTCy-only vs low-dose ATG/PTCy (comparison 3 eligible). Median follow-up reported separately per arm: 15mo (PTCy) and 26mo (ATG/PTCy); range across cohort 1-118 months. Letermovir not used. AGVHD graded by modified Glucksberg; cGVHD by 2014 NIH consensus. The paper reports proportions, not cumulative incidence; outcome rows use proportion_reported_pct."
438,1007,Moiseev IS,2018,European Journal of Haematology,10.1111/ejh.13030,NR,"Moiseev et al. 2018 - Risk-adapted GVHD prophylaxis with post-transplant ... adults after related, unrelated, and haploidentical transplantations.pdf","Risk-adapted GVHD prophylaxis with post-transplantation cyclophosphamide in adults after related, unrelated, and haploidentical transplantations",Russia,EU,prospective_cohort,single,1,2013,2015,pre_2018,NR,NR,NR,partial,overlap_superset_of,7,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Prospective non-randomized equivalence trial (NCT02294552) of risk-adapted PTCy prophylaxis at Pavlov First Saint Petersburg State Medical University (R.M. Gorbacheva Memorial Institute). 200 adult patients enrolled 2013-2015 in 3 arms by graft source + HLA matching: (A1) MBM = 10/10 matched (MRD or MUD) bone marrow, single-agent PTCy 50 mg/kg D+3,+4 (n=57); (A2) MPBSC = 10/10 matched PBSC, PTCy + tacrolimus + MMF 30 mg/kg (n=88); (A3) MMG = mismatched grafts (MMUD or Haplo), PTCy + tacrolimus + MMF 45 mg/kg (n=55). Paper explicitly states the MPBSC + unrelated subset was already published in Moiseev 2016 BBMT (study_id 7, cohort 1007), so this 2018 study is the parent trial / superset. Assigned to cohort_id 1007 as overlap_superset_of study_id 7. primary_for_cohort=partial because Moiseev 2016 was already designated primary for some outcomes within the cohort. Within-PTCy 3-arm comparison eligible for comparison_3."
442,1175,Nakamae H,2019,Transplant International,10.1111/tri.13494,NR,Nakamae et al. 2019 - A prospective observational study of immune recons ... ansplant reduced-dose cyclophosphamide from HLA-haploidentical donors.pdf,A prospective observational study of immune reconstitution following transplantation with post-transplant reduced-dose cyclophosphamide from HLA-haploidentical donors,Japan,Asia,prospective_cohort,single,1,2013,2016,pre_2018,22.3,4.4,46.2,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Median follow-up overall 678 days (range 133-1405) reported for entire cohort survivors. PTCy-haplo subgroup median follow-up 657 days (range 229-1279). Four-arm prospective observational study with focus on immune reconstitution. Primary outcomes for this MA: GVHD CI, OS, NRM, virus reactivation. Reduced-dose PTCy (25 mg/kg x 2)."
445,1176,Raiola AM,2025,Blood Advances,10.1182/bloodadvances.2024015173,NR,Raiola et al. 2025 - Posttransplant cyclophosphamide as GVHD prophylaxis in patients receiving mismatched unrelated HCT - the PHYLOS trial.pdf,Posttransplant cyclophosphamide as GVHD prophylaxis in patients receiving mismatched unrelated HCT: the PHYLOS trial,Italy,EU,single_arm_descriptive_excluded,multi,26,2020,2022,post_2018,NR,12,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"PHYLOS trial: prospective phase 2 single-arm open-label multicenter trial. Per spec section 'Single-arm descriptive papers (no comparator arm, no PTCy contrast): emit with study_design = single_arm_descriptive_excluded and skip outcome extraction.' Single PTCy-based arm only, no comparator. Outcomes table available for reference but not extracted per spec. Key reported outcomes (for consolidator reference only): aGVHD II-IV at D+100 18.2% (95% CI 10.6-27.6, 14/77); aGVHD III-IV at D+100 6.5% (95% CI 3.1-15.1, 5/77); cGVHD any-grade NIH at 1yr 13.4% (95% CI 6.9-22.1, 10/77); cGVHD moderate/severe NIH at 1yr 9.4% (95% CI 4.1-17.2, 7/77); relapse 1yr 23.8% (95% CI 14.9-33.9, 18/77); NRM 1yr 9.1% (95% CI 4.0-16.9, 7/77); OS 1yr 78.6% (95% CI 67.4-86.3); GRFS 1yr 55.3% (95% CI 43.4-65.7). Primary graft failure: 5 patients failed to engraft and died with cytopenia; 1 had autologous recovery and underwent second HCT. Neutrophil recovery median day +17 (range 10-35), platelet recovery median day +22 (range 11-137). Bloodstream infections: 18 episodes. CMV reactivations: only 4. Conditioning Bu4Flu MAC in 100%. Donor: 7/8 MMUD in 100%; class I mismatch 93.5%, class II (DRB1) 4%. PB graft 93.5%, BM 6.5%. GVHD prophylaxis: PTCy 50 mg/kg D+3 and D+4 + CSA or Tac (from D+5) + MMF 15 mg/kg q12h D+5 to D+35. Despite being a prospective phase 2 trial, this is excluded from outcome meta-analysis per the locked single-arm exclusion rule; the row is retained for PRISMA tracking and ROBINS-I assessment is provided."
