outcome_id,arm_id,study_id,cohort_id,outcome_category,outcome_subtype,timepoint,timepoint_days_numeric,is_primary_timepoint,is_primary_definition,denominator_n,event_count,proportion_reported_pct,cumulative_incidence_pct,ci_lower_pct,ci_upper_pct,ci_method,competing_risks_handled,hr_value,hr_ci_lower,hr_ci_upper,hr_comparator_arm_id,hr_adjusted,incidence_rate_value,incidence_rate_unit,person_time_total,person_time_unit,median_time_to_event_days,ascertainment_method,screening_frequency_per_week,definition_text,data_source,data_quality_flag,extraction_notes
2787,422,382,1001,BSI,any_pathogen,D+180,180,Y,Y,1605,NR,NR,17.7,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.248,per_1000_pt_days,NR,patient_days,NR,clinical_only,NR,Any bacterial bloodstream infection (BSI) by day 180; CIBMTR CRF-reported organism + site + date of onset.,table,direct,BSI CI 17.7% within 180 days (Fig 2c); infection density 0.248 per 1000 pt-days (Table 2); p<0.001 vs PTCy cohorts.
2788,421,382,1001,BSI,any_pathogen,D+100,100,N,Y,403,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,BSI at D+14 landmark by D+100; landmark analysis from neutrophil engraftment lower bound IQR.,narrative_text,direct,Landmark day-14 BSI by D+100: 8.2% (4.2-13.4); D+180 not significant across cohorts. D+100 CI not separately reported; CI at d14 landmark = 8.2%.
2789,422,382,1001,BSI,any_pathogen,D+100,100,N,Y,1605,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,"BSI by day 100 (landmark d14, neutrophil engraftment lower IQR).",narrative_text,direct,Landmark day-14 BSI by D+100: 5.1% (3.4-7); D+100 CI not separately reported; CI at d14 landmark = 5.1%; p=0.006 vs PTCy cohorts.
2790,421,382,1001,infection_related_mortality,IRM_bacterial,D+730_2yr,730,N,Y,403,NR,4,NR,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,Bacterial infections were the primary cause of death; IRM if primary cause of death was infection concurrent (±30d) with or prior to relapse.,narrative_text,direct,Bacterial infections were primary cause of death in 4% SibCy patients.
2791,422,382,1001,infection_related_mortality,IRM_bacterial,D+730_2yr,730,N,Y,1605,NR,4,NR,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,Bacterial infections were the primary cause of death in SibCNI.,narrative_text,direct,Bacterial infections were primary cause of death in 4% SibCNI patients.
2792,421,382,1001,NRM,NRM_overall,D+730_2yr,730,N,Y,191,NR,NR,20,11,32,Gray_CIF,Y_CIF,2.78,1.79,4.33,422,adjusted,NR,NA,NR,patient_days,NR,clinical_only,NR,Transplant-related mortality (TRM) at 2 years; relapse competing risk; Cox MVA with bacterial infection × cohort interaction. Reference: SibCNI without bacterial infection. HR is for SibCy with bacterial infection vs SibCNI without infection.,table,direct,Table 3: SibCy with bacterial infection N=191; 2yr TRM 20% (11-32). HR 2.78 (99%CI 1.79-4.33) p<0.0001 vs SibCNI without infection. Note: denominator is N with bacterial infection subset of SibCy.
2793,422,382,1001,NRM,NRM_overall,D+730_2yr,730,N,Y,558,NR,NR,19,13,26,Gray_CIF,Y_CIF,2.53,1.57,4.08,422,adjusted,NR,NA,NR,patient_days,NR,clinical_only,NR,TRM at 2 years; Cox MVA: SibCNI with bacterial infection vs SibCNI without bacterial infection (reference).,table,direct,Table 3: SibCNI with bacterial infection N=558; 2yr TRM 19% (13-26). HR 2.53 (99%CI 1.57-4.08) p<0.0001 vs SibCNI without infection (N=1027 reference).
2794,421,382,1001,overall_mortality,OS_event,D+365_1yr,365,Y,Y,191,NR,32,NR,21,45,Kaplan_Meier,N_KM_or_crude,1.68,1.3,2.19,422,adjusted,NR,NA,NR,patient_days,NR,clinical_only,NR,Overall survival at 1 year (KM); landmark d16. Event = death. Cox MVA with SibCNI no-BI as reference.,table,derived,SibCy with bacterial infection N=191; 1yr OS 68% (55-79%) -> mortality 32%. Table 3 HR 1.68 (99%CI 1.30-2.19) p<0.0001 vs SibCNI without BI.
2795,422,382,1001,overall_mortality,OS_event,D+365_1yr,365,Y,Y,558,NR,39,NR,31,47,Kaplan_Meier,N_KM_or_crude,1.76,1.43,2.16,422,adjusted,NR,NA,NR,patient_days,NR,clinical_only,NR,Overall survival at 1 year (KM); landmark d16. SibCNI with bacterial infection vs SibCNI without BI as reference.,table,derived,SibCNI with bacterial infection N=558; 1yr OS 61% (53-69%) -> mortality 39%. Table 3 HR 1.76 (99%CI 1.43-2.16) p<0.0001 vs SibCNI without infection.
2796,423,383,1024,aGVHD,grade_II_IV,D+180,180,Y,Y,79,NR,NR,29,19,39,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades II-IV at 180 days; cumulative incidence with competing risks (relapse or death),table,direct,"PTCy subgroup, Table 3. MSD-PTCy is reference."
2797,424,383,1024,aGVHD,grade_II_IV,D+180,180,Y,Y,111,NR,NR,31,27,36,Gray_CIF,Y_CIF,0.82,0.4,1.68,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades II-IV at 180 days; cumulative incidence with competing risks (relapse or death). HR vs MSD-PTCy (p=0.581),table,direct,"PTCy subgroup, Table 3. HR MUD vs MSD-PTCy."
2798,425,383,1024,aGVHD,grade_II_IV,D+180,180,Y,Y,66,NR,NR,20,13,28,Gray_CIF,Y_CIF,1.02,0.47,2.25,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades II-IV at 180 days; HR vs MSD-PTCy (p=0.952),table,direct,"PTCy subgroup, Table 3."
2799,426,383,1024,aGVHD,grade_II_IV,D+180,180,Y,Y,446,NR,NR,23,13,34,Gray_CIF,Y_CIF,1.53,0.87,2.66,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades II-IV at 180 days; HR vs MSD-PTCy (p=0.136),table,direct,"PTCy subgroup, Table 3. Note: paper reports aGVHD at 180 days, not D+100; closest available timepoint."
2800,423,383,1024,aGVHD,grade_III_IV,D+180,180,Y,Y,79,NR,NR,8,3,15,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades III-IV at 180 days,table,direct,"PTCy subgroup, Table 3. MSD-PTCy reference."
2801,424,383,1024,aGVHD,grade_III_IV,D+180,180,Y,Y,111,NR,NR,11,8,14,Gray_CIF,Y_CIF,1.27,0.35,4.6,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades III-IV at 180 days; HR vs MSD-PTCy (p=0.719),table,direct,"PTCy subgroup, Table 3."
2802,425,383,1024,aGVHD,grade_III_IV,D+180,180,Y,Y,66,NR,NR,6,2,11,Gray_CIF,Y_CIF,3.74,1.1,12.24,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades III-IV at 180 days; HR vs MSD-PTCy (p=0.029),table,direct,"PTCy subgroup, Table 3. Note CI 2-11% but HR 3.74 vs MSD; reflects adjustment for covariates."
2803,426,383,1024,aGVHD,grade_III_IV,D+180,180,Y,Y,446,NR,NR,13,6,23,Gray_CIF,Y_CIF,2.61,1.04,6.54,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Acute GVHD grades III-IV at 180 days; HR vs MSD-PTCy (p=0.041),table,direct,"PTCy subgroup, Table 3."
2804,423,383,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,79,NR,NR,17,2,15,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,NR,NR,Extensive chronic GVHD at 2 years,table,direct,"PTCy subgroup, Table 3. Note CI bounds (2-15%) appear inconsistent with point estimate 17% in published table (apparent typographical issue in source)."
2805,424,383,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,111,NR,NR,10,7,13,Gray_CIF,Y_CIF,0.13,0.03,0.55,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Extensive chronic GVHD at 2 years; HR vs MSD-PTCy (p=0.005),table,direct,"PTCy subgroup, Table 3."
2806,425,383,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,66,NR,NR,6,2,13,Gray_CIF,Y_CIF,0.6,0.18,2.01,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Extensive chronic GVHD at 2 years; HR vs MSD-PTCy (p=0.412),table,direct,"PTCy subgroup, Table 3."
2807,426,383,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,446,NR,NR,18,7,32,Gray_CIF,Y_CIF,0.51,0.22,1.18,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Extensive chronic GVHD at 2 years; HR vs MSD-PTCy (p=0.115),table,direct,"PTCy subgroup, Table 3."
2808,423,383,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,79,NR,NR,7,2,15,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,NR,NR,Non-relapse mortality at 2 years; death from any cause without prior relapse,table,direct,"PTCy subgroup, Table 3. NRM only reported at 2yr, not D+100."
2809,424,383,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,111,NR,NR,20,16,24,Gray_CIF,Y_CIF,0.73,0.19,2.72,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Non-relapse mortality at 2 years; HR vs MSD-PTCy (p=0.636),table,direct,"PTCy subgroup, Table 3."
2810,425,383,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,66,NR,NR,5,2,11,Gray_CIF,Y_CIF,1.34,0.33,5.42,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Non-relapse mortality at 2 years; HR vs MSD-PTCy (p=0.677),table,direct,"PTCy subgroup, Table 3."
2811,426,383,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,446,NR,NR,8,3,17,Gray_CIF,Y_CIF,3.22,1.23,8.44,423,adjusted,NR,NA,NR,NA,NR,NR,NR,Non-relapse mortality at 2 years; HR vs MSD-PTCy (p=0.018),table,direct,"PTCy subgroup, Table 3."
2812,423,383,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,79,NR,NR,34,24,48,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,NR,NR,Overall mortality at 2 years; computed as 100 - OS%. OS reported as 66% (95% CI 52-76); mortality = 34% (95% CI 24-48),computed_from_other_fields,derived,"PTCy subgroup, Table 3. OS=66% reported; mortality computed."
2813,424,383,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,111,NR,NR,46,41,51,Kaplan_Meier,N_KM_or_crude,0.9,0.49,1.65,423,adjusted,NR,NA,NR,NA,NR,NR,NR,"Overall mortality at 2 years; OS reported as 54% (95% CI 49-59), mortality computed as 100-OS%. HR vs MSD-PTCy (p=0.737)",computed_from_other_fields,derived,"PTCy subgroup, Table 3."
2814,425,383,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,66,NR,NR,40,30,53,Kaplan_Meier,N_KM_or_crude,0.9,0.45,1.78,423,adjusted,NR,NA,NR,NA,NR,NR,NR,"Overall mortality at 2 years; OS reported as 60% (95% CI 47-70), mortality computed. HR vs MSD-PTCy (p=0.758)",computed_from_other_fields,derived,"PTCy subgroup, Table 3."
2815,426,383,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,446,NR,NR,40,26,56,Kaplan_Meier,N_KM_or_crude,1.18,0.73,1.91,423,adjusted,NR,NA,NR,NA,NR,NR,NR,"Overall mortality at 2 years; OS reported as 60% (95% CI 44-74), mortality computed. HR vs MSD-PTCy (p=0.503)",computed_from_other_fields,derived,"PTCy subgroup, Table 3."
2816,427,384,1024,aGVHD,grade_II_IV,D+180,180,N,Y,119,NR,NR,29.7,21.7,38.1,Gray_CIF,Y_CIF,1.28,0.88,1.85,428,unadjusted,NR,NR,NR,NR,NR,NR,NR,aGVHD grade II or higher at 180 days; grading system not specified in paper,table,direct,"Paper reports at D+180 only, not D+100; coded as D+180 (closest timepoint). HR is ATG vs ptCy direction per Table 2 (univariate Cox)."
2817,428,384,1024,aGVHD,grade_II_IV,D+180,180,N,Y,313,NR,NR,23.7,19,28.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NA,NR,NR,NR,NR,NR,NR,NR,aGVHD grade II or higher at 180 days; reference arm in HR comparison,table,direct,Reference arm for HR comparison.
2818,427,384,1024,aGVHD,grade_III_IV,D+180,180,N,Y,119,NR,NR,11.9,6.8,18.5,Gray_CIF,Y_CIF,1.37,0.73,2.58,428,unadjusted,NR,NR,NR,NR,NR,NR,NR,aGVHD grade III or higher at 180 days; grading system not specified,table,direct,"Paper reports at D+180 only, not D+100."
2819,428,384,1024,aGVHD,grade_III_IV,D+180,180,N,Y,313,NR,NR,8.9,6,12.6,Gray_CIF,Y_CIF,NR,NR,NR,NA,NA,NR,NR,NR,NR,NR,NR,NR,aGVHD grade III or higher at 180 days; reference arm,table,direct,Reference arm for HR comparison.
2820,427,384,1024,cGVHD,any_NIH,D+730_2yr,730,N,Y,119,NR,NR,28.3,18.5,38.9,Gray_CIF,Y_CIF,0.75,0.48,1.18,428,unadjusted,NR,NR,NR,NR,NR,NR,NR,cGVHD at 2 years (any grade); grading system not specified,table,direct,Paper reports overall cGVHD (any grade) and extensive cGVHD at 2y; severity grading system unclear; coded as any_NIH (default registry).
2821,428,384,1024,cGVHD,any_NIH,D+730_2yr,730,N,Y,313,NR,NR,30.4,24.5,36.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NA,NR,NR,NR,NR,NR,NR,NR,cGVHD at 2 years (any grade); reference arm,table,direct,Reference arm.
2822,427,384,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,N,119,NR,NR,13.6,7,22.5,Gray_CIF,Y_CIF,1.06,0.5600000000000001,1.99,428,unadjusted,NR,NR,NR,NR,NR,NR,NR,extensive cGVHD at 2 years,table,direct,Coded as extensive_Seattle (Seattle/extensive terminology in EBMT registry).
2823,428,384,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,N,313,NR,NR,12.1,8.199999999999999,16.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NA,NR,NR,NR,NR,NR,NR,NR,extensive cGVHD at 2 years; reference arm,table,direct,Reference arm.
2824,427,384,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,119,NR,NR,14.1,7.5,22.8,Gray_CIF,Y_CIF,0.7,0.38,1.29,428,unadjusted,NR,NR,NR,NR,NR,NR,NR,Non-relapse mortality at 2 years; defined as death without evidence of relapse,table,direct,"Paper reports NRM at 2y, not D+100 or 1yr."
2825,428,384,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,313,NR,NR,17.5,13.1,22.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NA,NR,NR,NR,NR,NR,NR,NR,Non-relapse mortality at 2 years; reference arm,table,direct,Reference arm.
2826,427,384,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,119,NR,NR,31.4,22.2,43.3,Kaplan_Meier,N_KM_or_crude,0.87,0.59,1.3,428,unadjusted,NR,NR,NR,NR,NR,NR,NR,OS at 2 years: 68.6% (95% CI 56.7-77.8); time to death from any cause. cumulative_incidence_pct = 100 - OS% = 31.4%,table,derived,Derived from OS 68.6% (CIs 56.7-77.8): mortality CI = 100-OS bounds reversed.
2827,428,384,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,313,NR,NR,32.5,26.8,39,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NA,NR,NR,NR,NR,NR,NR,NR,OS at 2 years: 67.5% (95% CI 61-73.2); reference arm. cumulative_incidence_pct = 100 - 67.5% = 32.5%,table,derived,Derived from OS 67.5%. Reference arm.
2828,429,389,1152,aGVHD,grade_II_IV,D+100,100,Y,Y,52,16,30.8,30.8,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade II-IV aGVHD per standard criteria (cited references for diagnosis and grading),table,direct,From Table 1; p=0.512 between groups
2829,430,389,1152,aGVHD,grade_II_IV,D+100,100,Y,Y,29,11,37.9,37.9,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade II-IV aGVHD per standard criteria,table,direct,From Table 1; abstract reports 31% (rounded)
2830,429,389,1152,aGVHD,grade_III_IV,D+100,100,Y,Y,52,10,19.2,19.2,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade III-IV aGVHD per standard criteria,table,direct,From Table 1; p=0.603 between groups
2831,430,389,1152,aGVHD,grade_III_IV,D+100,100,Y,Y,29,7,24.1,24.1,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Grade III-IV aGVHD per standard criteria,table,direct,From Table 1
2832,429,389,1152,cGVHD,any_NIH,D+365_1yr,365,Y,N,52,3,5.8,5.8,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,cGVHD; severity grading not specified in paper,table,direct,Severity (moderate/severe vs any) not specified in paper; reported as cGVHD any. p=0.016 favoring PTCy arm
2833,430,389,1152,cGVHD,any_NIH,D+365_1yr,365,Y,N,29,7,24.1,24.1,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,cGVHD; severity grading not specified in paper,table,direct,Severity not specified; reported as cGVHD any
2834,429,389,1152,overall_mortality,OS_event,D+365_1yr,365,Y,Y,52,NR,NR,34.5,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Overall survival by Kaplan-Meier,figure_KM_curve,derived,OS reported as 65.5% in PTCy arm (Fig 1A); event proportion = 100 - 65.5. Timepoint appears to be at end of follow-up given KM curve; assigned to 1yr as primary. p=0.483 vs comparator
2835,430,389,1152,overall_mortality,OS_event,D+365_1yr,365,Y,Y,29,NR,NR,28.5,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Overall survival by Kaplan-Meier,figure_KM_curve,derived,OS reported as 71.5% in BUCY-ATG arm; event proportion = 100 - 71.5
2836,429,389,1152,NRM,NRM_overall,D+365_1yr,365,Y,Y,52,NR,77,77,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Non-relapse mortality from Fig 1C,figure_KM_curve,estimated_from_figure,"1yr NRM reported as 77% in PTCy arm (Fig 1C); UNUSUALLY HIGH - value appears to be the NRM cumulative incidence as labeled, but text in abstract appears inconsistent; recording as reported in figure label. p=0.722 between arms. WARNING: 77% NRM appears clinically implausible given OS 65.5%; consider this may be a labeling issue or different metric in original figure - flagged for verifier review"
2837,430,389,1152,NRM,NRM_overall,D+365_1yr,365,Y,Y,29,NR,75,75,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Non-relapse mortality from Fig 1C,figure_KM_curve,estimated_from_figure,1yr NRM reported as 75% in BUCY-ATG arm (Fig 1C); same potential labeling concern noted in NRM PTCy arm
2838,429,389,1152,CMV,any_reactivation,end_of_followup,NR,N,Y,52,26,50,50,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,CMV viremia (PCR-detected reactivation); preemptive ganciclovir used,table,direct,From Table 1; timepoint = entire follow-up period not specified to D+100/D+180; p=0.957 between arms. Abstract reports 48.3 vs 50%
2839,430,389,1152,CMV,any_reactivation,end_of_followup,NR,N,Y,29,14,48.3,48.3,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,CMV viremia (PCR-detected reactivation),table,direct,From Table 1
2840,429,389,1152,other_infection,EBV_reactivation,end_of_followup,NR,N,Y,52,3,3.7,3.7,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,EBV viremia (PCR-detected),table,direct,From Table 1; p=0.08 between arms
2841,430,389,1152,other_infection,EBV_reactivation,end_of_followup,NR,N,Y,29,2,6.9,6.9,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,EBV viremia (PCR-detected),table,direct,From Table 1
2842,429,389,1152,other_infection,HHV6_reactivation,end_of_followup,NR,N,Y,52,2,3.8,3.8,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,HHV-6 encephalitis (clinically diagnosed) - 2 patients in PTCy arm,narrative_text,direct,From Results 2.5 - 2 patients in PTCy arm had HHV-6 encephalitis (responded to antiviral therapy)
2843,430,389,1152,other_infection,HHV6_reactivation,end_of_followup,NR,N,Y,29,1,3.4,3.4,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,HHV-6 encephalitis (clinically diagnosed) - 1 patient died of HHV-6 encephalitis in BUCY-ATG arm,narrative_text,direct,From Results 2.5 - 1 patient died of HHV-6 encephalitis in BUCY-ATG arm
2844,429,389,1152,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,52,2,3.8,3.8,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,Engraftment failure: 96.2% engrafted in PTCy arm; failures inferred from Table 1 (no = 2 in PTCy arm),table,derived,From Table 1 'Engraftment succeeded': PTCy arm 50/52 (96.2%); failures = 2/52 (3.8%)
2845,430,389,1152,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,29,1,3.4,3.4,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,Engraftment failure: 96.6% engrafted in BUCY-ATG arm,table,derived,From Table 1 'Engraftment succeeded': BUCY-ATG arm 28/29 (96.6%); failures = 1/29 (3.4%)
2846,431,390,1153,CMV,any_reactivation,D+100,100,Y,Y,114,NR,NR,74,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,NR,CMV reactivation monitoring details described in prior protocol (ref 24); 100-day cumulative incidence reported.,narrative_text,direct,P<0.001 vs ATG cohort
2847,432,390,1153,CMV,any_reactivation,D+100,100,Y,Y,125,NR,NR,30,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,NR,CMV reactivation monitoring details described in prior protocol (ref 24); 100-day cumulative incidence reported.,narrative_text,direct,Comparator arm; P<0.001 vs ATG-PTCy
2848,431,390,1153,CMV,CMV_end_organ_disease,D+100,100,N,Y,114,NR,NR,8,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,100-day cumulative incidence of CMV disease.,narrative_text,direct,P=0.95 vs ATG cohort
2849,432,390,1153,CMV,CMV_end_organ_disease,D+100,100,N,Y,125,NR,NR,8,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,100-day cumulative incidence of CMV disease.,narrative_text,direct,Comparator; P=0.95
2850,431,390,1153,other_infection,EBV_reactivation,D+100,100,Y,Y,114,NR,NR,21,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,NR,100-day cumulative incidence of EBV reactivation.,narrative_text,direct,P=0.83 vs ATG
2851,432,390,1153,other_infection,EBV_reactivation,D+100,100,Y,Y,125,NR,NR,20,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,NR,100-day cumulative incidence of EBV reactivation.,narrative_text,direct,Comparator; P=0.83
2852,431,390,1153,other_infection,EBV_PTLD,D+100,100,N,Y,114,NR,NR,3,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,100-day cumulative incidence of post-transplant lymphoproliferative disorder (PTLD).,narrative_text,direct,P=0.57 vs ATG
2853,432,390,1153,other_infection,EBV_PTLD,D+100,100,N,Y,125,NR,NR,2,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,100-day cumulative incidence of PTLD.,narrative_text,direct,Comparator; P=0.57
2854,431,390,1153,aGVHD,grade_II_IV,D+100,100,Y,Y,114,NR,NR,26,NR,NR,Gray_CIF,Y_CIF,0.58,0.35,0.96,432,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,"Acute GVHD graded per IBMTR Severity Index (ref 27, Rowlings 1997); 100-day cumulative incidence. Panel of 5 blinded experts adjudicated diagnosis.",narrative_text,direct,P=0.14 univariate; multivariate HR 0.58 (0.35-0.96) P=0.036. Grading: IBMTR.
2855,432,390,1153,aGVHD,grade_II_IV,D+100,100,Y,Y,125,NR,NR,36,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD graded per IBMTR Severity Index (ref 27).,narrative_text,direct,Reference arm for HR comparison
2856,431,390,1153,aGVHD,grade_III_IV,D+100,100,Y,Y,114,NR,NR,5,NR,NR,Gray_CIF,Y_CIF,0.28,0.11,0.6899999999999999,432,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD III-IV graded per IBMTR Severity Index (ref 27). Primary endpoint of study.,narrative_text,direct,Primary endpoint. P=0.003 univariate; multivariate HR 0.28 (0.11-0.69) P=0.006
2857,432,390,1153,aGVHD,grade_III_IV,D+100,100,Y,Y,125,NR,NR,18,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Acute GVHD III-IV graded per IBMTR Severity Index (ref 27).,narrative_text,direct,Reference arm
2858,431,390,1153,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,Y,114,NR,NR,17,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,"Chronic GVHD graded per NIH 2014 consensus (ref 28, Lee 2015); 2-year cumulative incidence of moderate-to-severe cGVHD.",narrative_text,direct,Grading: NIH 2014. P=0.71 vs ATG. Primary timepoint 1yr not reported separately for mod-severe; 2yr reported.
